genome	E25	E31	H19	H40	H45	P33	E44	E56	H06	H43	P05	P65	P75	H09	H47	P43	P45	E18	E48	H34	H37	P09	P64	E58	P36	P58	E27	H08	H20	H23	P53	E34	H16	H25	P14	P34	P51	P60	P72	H32	P48	H07	H12	P01	E30	H10	P47	P67	P79	H39	P25
EH_bin.11	384	259	20	38	10	36	3588	122	6	32	0	41	96	17	11	368	46	89	299205	60	2	3	13	20	148	2	210	0	16	2	6	24348	39	23	15	0	138	30	10	0	97	11	87	8	2690	4	39	15	30	2	7
EH_bin.12	36	147	25	88	69	53	2850	33	2	42	2	35	181	6	4	1457	65	240	465289	56	12	1	2	32	7	2	33	10	1	0	1	3634	108	32	23	6	258	44	0	4	60	4	114	14	139	4	48	35	74	2	9
EH_bin.13	446	393	44	9	0	237	5725	34	2	12	2	23	14	131	88	3275	5	34	5248	11	2	0	2	0	70	6	1677	8	106	16	6	229728	121	55	1	0	44	0	4	2	42	45	18	10	35306	2	8	98	2	0	2
EH_bin.15	119	102	96	192	19	55	298	18	2	170	57	97	330	58	45	2306	236	684	1635120	310	4	72	21	53	39	14	247	2	20	6	0	5734	53	78	148	21	631	78	32	100	129	60	318	127	1331	1	133	68583	133	30	0
EH_bin.17	16736	112	74	21	0	70	0	2	0	14	10	85	137	54	29	44	229	83	212258	74	0	1	0	35	22	6	45	0	31	17	4	31009	70	79	50	0	92	87	31	2	0	39	34	20	24	4	108	51	122	0	2
EH_bin.18	213	1055	216	327	21	258	2221	1642	0	181	0	484	927	112	84	620	194	630	1927177	232	48	5	39	78	228	19	513	4	152	35	0	301228	212	1126	64	4	817	104	30	0	631	52	368	135	14942	13	249	101	1034	0	0
EH_bin.19	844	225	55	147	12	128	21	82	2	52	38	236	265	18	42	461	141	1013	943906	156	27	26	74	80	42	8	77	0	25	10	887	13151	188	90	56	11	610	87	50	11	925	10	200	46	9477	13	153	133	150	2	59
EH_bin.1	1890	168	71	493186	11280	3504	161462	25	61	418	427	8	61966	13961	1906	1100	30	1277	187122	263	128	401	143	77	723	3459	38	3119	1546	243	6479	2616	3048102	411	10	202	10335	238	33	80493	492	1015	171046	22	306	176	62	1543	379	171	5603
EH_bin.20	12819	634	939	3826	1712410	9862	1228407	391	267	3383	4994	572	7516592	438787	8224	6168	1176	7979	169952	1957	3432	4992	1332	2922	2040	435	1955	89955	4972	916	2055	9590	8269323	3169	1733	1644	11414	22563	2385	111604	6056	4166	607885	381	1611	1117	1215	13533	6899	1258	1132094
EH_bin.21	90	610	23	51	0	1461	3617	473	4	43	6	111	101	9	6	3523	50	161	437884	59	9	2	34	20	2339	6	20207	0	8	11	11	11305	22	11	20	0	186	27	8	0	1037	6	59	21	15975	0	116	6	29	0	7
EH_bin.22	98	61	153	65	51	2279	62	254442	46	92	113	368649	324	39	88	791	257	22627	963	97	243	144	14553	58	461	62	8046	25	80	197	177	14361	70	168	63	70	155	380	29	206	10408	52	1241	87	96	94	135649	90	305	53	37
EH_bin.23	9243	2934	36	27	0	170	96	11	45	6	0	2	8	144	48	25	2	16	440	8	6	0	0	0	36	2	1666	2	83	14	87	125024	129	45	0	0	17	0	0	0	0	62	8	4	23171	4	0	50	0	0	56
EH_bin.24	33	191	43	152	0	0	0	3	0	97	0	69	209	0	0	348	162	488	1091967	186	2	4	5	22	5	12	39	0	0	2	0	98	0	44	37	0	494	52	20	0	22	0	250	64	9701	0	77	6	85	0	0
EH_bin.26	2205	5722	86	272	2	252	3214	11	77	162	12	100	261	152	52	19732	148	511	1265574	207	9	29	10	18	46	13	1642	2	80	24	93	107724	243	96	29	2	520	54	27	15	66	42	233	77	16330	9	65	413	95	2	44
EH_bin.27	20	1154	108	5	0	32	80	479	0	5	6	549	266	8	10	563	333	12	3363	179	16	3	280	87	95	1	133	0	4	2	0	3355	2	143	99	6	6	274	60	6	1649	1	3	0	345	5	656	1	286	0	0
EH_bin.2	6	0	18	58	0	0	375	0	0	30	0	19	90	0	0	100	45	177	450839	58	0	0	0	7	0	0	28	0	4	0	0	499	0	10	15	0	169	26	9	0	2	0	60	35	148	0	40	0	32	0	0
EH_bin.30	1092	1844	40	135	1	292	238	434	51	88	1	216	446	84	14	2065	103	514	608864	155	93	2	59	31	573	208	2208	44	150	374	80	48631	86	65	20	4	704	57	3326	4	937	17	318	129	216040	222	164	157	58	4	43
EH_bin.31	629	515	461	278	648	13285	393	1144904	181	860	1446	460231	577	419	896	15235	856	3764	556709	237	2584	1179	114045	120	2799	316	159565	88	502	444	938	539206	1582	402	142	731	1318	3206	122	2099	1645839	685	1766	366	21909	281	241344	3666	789	522	180
EH_bin.32	0	0	77	181	6	1	4	6	0	137	2	71	302	2	0	408	204	2563	1265469	260	2	4	0	42	0	8	68	0	0	2	447	3	0	46	41	0	522	96	30	2	12	0	287	69	118	0	94	4	110	0	4
EH_bin.33	3438	637	32	40	0	122	101	54	11	13	2	42	57	98	48	1556	21	81	199968	35	2	4	17	2	37	4	238	3	72	6	6	82659	149	43	2	0	114	23	3	0	269	51	62	2	4557	2	35	63	22	2	4
EH_bin.34	495	477	22	131	347	48	201	27	0	32	68	27	1315	86	86	1985	23	233	155229	32	137	20	7	123	11	7	126	18	57	39	2	1031	2044	127	64	4	479	57	93	15	172	7	152	13	1267	18	54	435	320	2	227
EH_bin.36	350	13	16	50	7	37	237	5	0	29	12	36	55	19	12	132	24	580	305845	45	2	23	13	13	3	2	18	0	10	4	0	238	28	21	0	8	177	18	4	19	185	28	91	18	131	0	32	8	22	1	4
EH_bin.37	228	232	57	58	87	682	1892	97064	32	128	215	22949	45	58	112	14371	47	19349	26254	34	224	162	16794	8	599	25	31266	7	53	18	75	58547	73	40	2	116	91	290	10	268	143424	80	117	19	2399	27	48387	35	60	73	24
EH_bin.38	2780	8560	88	150	6	212	10558	1811	0	127	6	2395	301	66	51	3052	175	518	1201208	188	16	16	1094	41	37	6	4106	8	54	21	18	71071	59	65	35	5	510	76	30	15	4351	59	220	76	47348	10	1783	30	115	6	8
EH_bin.3	152	1608	38	139	0	691	300	19688	160	29	1	221	93	220	72	2710	80	123	265394	44	36	6	208	18	32709	72	41613	18	78	43	240	54186	213	60	15	1	434	32	4	7	1954	15	101	54	17328	51	132	46	37	2	127
EH_bin.41	3006	165	87	224	2	99	391	1625	0	127	2	1022	407	32	11	1557	196	1013	2217572	231	6	7	382	765	424	7	2261	5	28	2	2	45350	2776	82	90	1	1716	122	175	12	5043	20	333	58	10061	2	736	89	183	1	108
EH_bin.42	199	232	141	184	819	1302	419	154653	211	1618	2177	143204	223	158	1369	6148	140	1615	31069	69	959	1903	312909	28	187	106	88284	20	78	155	586	26380	204	92	36	976	749	468	41	4262	600447	964	639	103	1815	102	41400	379	286	844	180
EH_bin.43	8506	521	283	50	121	12236	724	4581	28	112	262	3174	111	665	525	3250	430	285	113567	54	621	203	4394	45	353	126	721	45	695	120	219	1046670	881	365	14	80	427	247	13	270	343761	421	132	68	6425	56	8841	665	135	77	14
EH_bin.44	253	225	80	179	6	660	1082	949	316	11	7	622	16	421	153	6060	10	31	46796	23	17	9	141	10	80	16	8389	0	184	23	322	339507	413	126	5	0	26	141	5	8	5327	97	25	11	1116	13	805	154	9	2	205
EH_bin.47	109	4	53	97	17	192	48026	4	0	69	46	10	108	99	68	235	44	65846	308788	89	6	37	8	21	55	9	20103	2	77	10	5	172299	107	71	14	15	173	16	4	48	72	69	102	26	83	6	33	64	50	10	6
EH_bin.48	52735	10	79	174	61	272	5	14	0	177	208	2	150	184	178	768	6	226809	649	158	134	136	53	31	59	13	6306	10	270	58	0	361	642	58	1	65	373	2	103	222	293	305	463	8	188	14	2	195	19	37	52
EH_bin.49	232	8	85	96	24	25	52	6	6	556	20	65	262	7145	122	172	143	60	3309	125	13317	18	0	122	7	494	361574	501	10894	8	32	1028	878	729	46	28	537	62	97	16	53	4302	31	9	22	15445	119	82	142	8	9
